study_id,experiment_group,base_experiment_id,architecture,window_size,stride,hidden,latent_dim,beta,scaling,threshold_method,split,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,roc_auc_mean,roc_auc_std,pr_auc_mean,pr_auc_std,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,n_seeds,seeds,threshold_value_mean,threshold_value_std
20260430_074356_wrapup_layers_windows_noscale_beta1,layers,layers_256_128_64,dense,60,10,"[256, 128, 64]",16,1.0,none,train_p98,test,0.626262340053121,0.18634720828609863,0.2752551918338613,0.22617488116653775,0.3677372883998143,0.25130795024466085,0.9939431774436075,0.0011609912656558718,0.741645902497586,0.030705776841733846,0.9635618310179913,0.009929218228266094,0.6349222773081467,0.11316543313432433,3,"7,42,123",15.612414042154947,4.838551890394781
20260430_074356_wrapup_layers_windows_noscale_beta1,layers,layers_256_128_64,dense,60,10,"[256, 128, 64]",16,1.0,none,train_p98,val,0.3823315118397086,0.3364719801894007,0.37271448663853723,0.3613532590751657,0.3740584202122664,0.3432417450698152,0.9934276051813816,0.00174848734611584,0.449103320527156,0.05964277795402414,0.9880141010575794,0.004861855254171527,0.6838300702673309,0.18107702127472425,3,"7,42,123",15.612414042154947,4.838551890394781
20260430_074356_wrapup_layers_windows_noscale_beta1,layers,layers_256_128_64,dense,60,10,"[256, 128, 64]",16,1.0,none,train_p99,test,0.5069482096014161,0.04286573952263522,0.09750087997184091,0.010050187634825227,0.163411637886255,0.015519773623741153,0.9939431774436075,0.0011609912656558718,0.741645902497586,0.030705776841733846,0.9569650041752068,0.0007415795927075362,0.5466044321159027,0.005004040487426507,3,"7,42,123",16.25581129391988,5.08793177871969
20260430_074356_wrapup_layers_windows_noscale_beta1,layers,layers_256_128_64,dense,60,10,"[256, 128, 64]",16,1.0,none,train_p99,val,0.057347670250896064,0.0993290785702582,0.022503516174402247,0.03897723336301271,0.032323232323232316,0.05598548064869097,0.9934276051813816,0.00174848734611584,0.449103320527156,0.05964277795402414,0.985162553858206,0.0012403350713993011,0.509255370597896,0.01963934205270937,3,"7,42,123",16.25581129391988,5.08793177871969
20260430_074356_wrapup_layers_windows_noscale_beta1,layers,layers_256_128_64,dense,60,10,"[256, 128, 64]",16,1.0,none,train_p995,test,0.5315101433225801,0.040501168575802625,0.09010911650827173,0.004234850199055253,0.1539171900824746,0.004913875921241637,0.9939431774436075,0.0011609912656558718,0.741645902497586,0.030705776841733846,0.9572838381537995,0.0005780852156227054,0.543241756781681,0.0018037877765609046,3,"7,42,123",16.686697959899902,5.189081569145509
20260430_074356_wrapup_layers_windows_noscale_beta1,layers,layers_256_128_64,dense,60,10,"[256, 128, 64]",16,1.0,none,train_p995,val,0.0,0.0,0.0,0.0,0.0,0.0,0.9934276051813816,0.00174848734611584,0.449103320527156,0.05964277795402414,0.9855855855855856,0.0007897897789974315,0.498344265931489,0.0003993435105088732,3,"7,42,123",16.686697959899902,5.189081569145509
20260430_074356_wrapup_layers_windows_noscale_beta1,layers,layers_256_128_64,dense,60,10,"[256, 128, 64]",16,1.0,none,val_f1,test,0.8202995746966181,0.04044255205962941,0.648363252375924,0.09591725358312152,0.7227426454766318,0.07222423674448947,0.9939431774436075,0.0011609912656558718,0.741645902497586,0.030705776841733846,0.9787823578531846,0.004595712902274382,0.8210201321539432,0.04814820601859011,3,"7,42,123",15.133888820603465,4.739880555504593
20260430_074356_wrapup_layers_windows_noscale_beta1,layers,layers_256_128_64,dense,60,10,"[256, 128, 64]",16,1.0,none,val_f1,val,0.597365330002825,0.07644515331453261,0.8776371308016877,0.052700405049775516,0.7078897078897078,0.05223667436598126,0.9934276051813816,0.00174848734611584,0.449103320527156,0.05964277795402414,0.9918213866039953,0.0022041596404593663,0.9353724203300197,0.025669056235968782,3,"7,42,123",15.133888820603465,4.739880555504593
20260430_074356_wrapup_layers_windows_noscale_beta1,layers,layers_64_32,dense,60,10,"[64, 32]",16,1.0,none,train_p98,test,0.7935725612327884,0.1876899467914027,0.6594508975712777,0.4343959935801665,0.6864067598044302,0.3798566833305621,0.9943959390405371,0.0028260090010095566,0.8224783963424241,0.064632159684842,0.9807712745767859,0.0191414267723449,0.8273533365744177,0.2173950461904396,3,"7,42,123",209.10673475265503,191.6095666361155
20260430_074356_wrapup_layers_windows_noscale_beta1,layers,layers_64_32,dense,60,10,"[64, 32]",16,1.0,none,train_p98,val,0.5275466735283186,0.18582270221580502,0.6933895921237694,0.4506742607598344,0.5824260087494196,0.3114226674715469,0.9962589963456389,0.002086518264855089,0.6137811570948181,0.12675645576097538,0.9911006658832745,0.003934937204817656,0.843922035660072,0.2247882661635568,3,"7,42,123",209.10673475265503,191.6095666361155
20260430_074356_wrapup_layers_windows_noscale_beta1,layers,layers_64_32,dense,60,10,"[64, 32]",16,1.0,none,train_p99,test,0.7028323108752478,0.19090865871681842,0.2085533262935586,0.10527405855431574,0.31885712821568385,0.14848990803488643,0.9943959390405371,0.0028260090010095566,0.8224783963424241,0.064632159684842,0.9627343809306916,0.005326956878778235,0.6026423651015902,0.0530434175129249,3,"7,42,123",218.26064213116965,199.237844157838
20260430_074356_wrapup_layers_windows_noscale_beta1,layers,layers_64_32,dense,60,10,"[64, 32]",16,1.0,none,train_p99,val,0.506939625260236,0.43919536290734096,0.2812939521800281,0.24375382932084314,0.3618180747024861,0.3135069723890294,0.9962589963456389,0.002086518264855089,0.6137811570948181,0.12675645576097538,0.9898002350176264,0.003951931626013609,0.639537871929289,0.12250210844926201,3,"7,42,123",218.26064213116965,199.237844157838
20260430_074356_wrapup_layers_windows_noscale_beta1,layers,layers_64_32,dense,60,10,"[64, 32]",16,1.0,none,train_p995,test,0.6623376623376623,0.10679896363501196,0.08535726856740584,0.0008065075140717774,0.15090687615618326,0.0021004842268927053,0.9943959390405371,0.0028260090010095566,0.8224783963424241,0.064632159684842,0.9585591740681698,0.0009825363812260618,0.5416393476627331,0.0002826360023788419,3,"7,42,123",227.53064676125845,206.93189423734125
20260430_074356_wrapup_layers_windows_noscale_beta1,layers,layers_64_32,dense,60,10,"[64, 32]",16,1.0,none,train_p995,val,0.0,0.0,0.0,0.0,0.0,0.0,0.9962589963456389,0.002086518264855089,0.6137811570948181,0.12675645576097538,0.9876224050137093,0.0010051869914513424,0.499374148366448,0.0005082553770113013,3,"7,42,123",227.53064676125845,206.93189423734125
20260430_074356_wrapup_layers_windows_noscale_beta1,layers,layers_64_32,dense,60,10,"[64, 32]",16,1.0,none,val_f1,test,0.877328164705904,0.046742709863059693,0.7734952481520591,0.1238218880540216,0.8203100581287223,0.09113713084578673,0.9943959390405371,0.0028260090010095566,0.8224783963424241,0.064632159684842,0.9856980186745616,0.006400182797646375,0.8843794786076365,0.06244024159622168,3,"7,42,123",210.2447197684411,192.91805898741512
20260430_074356_wrapup_layers_windows_noscale_beta1,layers,layers_64_32,dense,60,10,"[64, 32]",16,1.0,none,val_f1,val,0.6750524109014675,0.04538917210610265,0.9057665260196907,0.06090192712970738,0.7735735735735735,0.05201353776483127,0.9962589963456389,0.002086518264855089,0.6137811570948181,0.12675645576097538,0.994093223658441,0.0013568748982129416,0.9504273895110971,0.03079400370007901,3,"7,42,123",210.2447197684411,192.91805898741512
20260430_074356_wrapup_layers_windows_noscale_beta1,windows,win120,dense,120,20,"[128, 64]",16,1.0,none,train_p98,test,0.8899287085476474,0.011915308215656634,0.9767932489451477,0.0010548523206751204,0.9313080959142773,0.006152896669783157,0.997119897596359,0.00043095256691563625,0.8932050429260352,0.013092836429960576,0.9937742954324587,0.0006066261040888795,0.9856669856736149,0.0003006223062958712,3,"7,42,123",167.87625223795575,10.901118994316763
20260430_074356_wrapup_layers_windows_noscale_beta1,windows,win120,dense,120,20,"[128, 64]",16,1.0,none,train_p98,val,0.24738092570157022,0.028412262546202837,0.9661016949152542,0.0,0.39334445894577685,0.03556218658038173,0.9964058728698061,0.0004632954730299288,0.7898608718447369,0.021530843332165744,0.9666509951418273,0.004714915700585564,0.966379426583487,0.002383908361497016,3,"7,42,123",167.87625223795575,10.901118994316763
20260430_074356_wrapup_layers_windows_noscale_beta1,windows,win120,dense,120,20,"[128, 64]",16,1.0,none,train_p99,test,0.9152334236544485,0.007469172202091786,0.9240506329113924,0.06668969585685126,0.9187184601112123,0.032448470494925996,0.997119897596359,0.00043095256691563625,0.8932050429260352,0.013092836429960576,0.9930150631681244,0.0024927342359245693,0.9600891773075975,0.03313088542684197,3,"7,42,123",173.62624613444007,11.539149650832604
20260430_074356_wrapup_layers_windows_noscale_beta1,windows,win120,dense,120,20,"[128, 64]",16,1.0,none,train_p99,val,0.5033958191166125,0.11107480880530321,0.9237288135593221,0.022421621280208387,0.6459385059385059,0.08336241674110044,0.9964058728698061,0.0004632954730299288,0.7898608718447369,0.021530843332165744,0.9883717285691898,0.00409035804831793,0.95641291554325,0.009161380236836852,3,"7,42,123",173.62624613444007,11.539149650832604
20260430_074356_wrapup_layers_windows_noscale_beta1,windows,win120,dense,120,20,"[128, 64]",16,1.0,none,train_p995,test,0.8336827393431167,0.05608048093347035,0.2028832630098453,0.08793529694706378,0.3218299267979232,0.11669430140027044,0.997119897596359,0.00043095256691563625,0.8932050429260352,0.013092836429960576,0.9639972060252672,0.003777499073961933,0.6006163918680282,0.043957178864681465,3,"7,42,123",184.70581705729174,13.526187263013966
20260430_074356_wrapup_layers_windows_noscale_beta1,windows,win120,dense,120,20,"[128, 64]",16,1.0,none,train_p995,val,0.3333333333333333,0.5773502691896258,0.005649717514124294,0.009785597782875013,0.011111111111111112,0.019245008972987525,0.9964058728698061,0.0004632954730299288,0.7898608718447369,0.021530843332165744,0.9889672465130857,0.00010857550901548593,0.5028248587570622,0.004892798891437477,3,"7,42,123",184.70581705729174,13.526187263013966
20260430_074356_wrapup_layers_windows_noscale_beta1,windows,win120,dense,120,20,"[128, 64]",16,1.0,none,val_f1,test,0.904826680877341,0.00850401276287445,0.6522503516174402,0.013356835382012993,0.7580334423164375,0.011789838833069851,0.997119897596359,0.00043095256691563625,0.8932050429260352,0.013092836429960576,0.9820213799805636,0.0007920797713644699,0.8245778514895429,0.0067859002709771184,3,"7,42,123",178.01038686116536,12.037510448056974
20260430_074356_wrapup_layers_windows_noscale_beta1,windows,win120,dense,120,20,"[128, 64]",16,1.0,none,val_f1,val,0.7819314641744549,0.03004252573518055,0.7090395480225989,0.027241951302239956,0.7437037037037036,0.028573780032571706,0.9964058728698061,0.0004632954730299288,0.7898608718447369,0.021530843332165744,0.994577652405579,0.0006045228497723423,0.8534104589341228,0.013773802039522793,3,"7,42,123",178.01038686116536,12.037510448056974
20260430_074356_wrapup_layers_windows_noscale_beta1,windows,win30,dense,30,5,"[128, 64]",16,1.0,none,train_p98,test,0.3910471053987911,0.06041700994110477,0.1277381894959092,0.05186786798256895,0.19008631846536375,0.061953163744934876,0.9718087029465514,0.029151031703145452,0.5124288503868121,0.21835567602671374,0.9539576809944018,0.001296553472243919,0.5594741528976365,0.024822526376014984,3,"7,42,123",12.574278043111164,2.19389593609934
20260430_074356_wrapup_layers_windows_noscale_beta1,windows,win30,dense,30,5,"[128, 64]",16,1.0,none,train_p98,val,0.044270833333333336,0.07667933262674717,0.023960535588442564,0.041500865015744764,0.031092821216278006,0.053854346097249046,0.9864544637656492,0.007637655771383422,0.31139605926819675,0.11174180747441365,0.9839580151176909,0.0008818650569221957,0.5093544420254841,0.02074373723908586,3,"7,42,123",12.574278043111164,2.19389593609934
20260430_074356_wrapup_layers_windows_noscale_beta1,windows,win30,dense,30,5,"[128, 64]",16,1.0,none,train_p99,test,0.41860088106247684,0.02700374634574175,0.08656637635259963,0.015341558859153998,0.14292852949413926,0.021280425876902043,0.9718087029465514,0.029151031703145452,0.5124288503868121,0.21835567602671374,0.9553695796565139,0.0007253635014182045,0.5405541990129253,0.0071491464729497535,3,"7,42,123",13.325331497192385,2.4571114642797123
20260430_074356_wrapup_layers_windows_noscale_beta1,windows,win30,dense,30,5,"[128, 64]",16,1.0,none,train_p99,val,0.002710027100271003,0.004693904627557933,0.0007047216349541931,0.0012206136769336697,0.0011185682326621926,0.0019374170107034423,0.9864544637656492,0.007637655771383422,0.31139605926819675,0.11174180747441365,0.9858066032193632,0.001030746666641392,0.4987919153380164,0.0008717503255915189,3,"7,42,123",13.325331497192385,2.4571114642797123
20260430_074356_wrapup_layers_windows_noscale_beta1,windows,win30,dense,30,5,"[128, 64]",16,1.0,none,train_p995,test,0.4763427762065364,0.015477732738978763,0.080144277293921,0.023240615610556428,0.13641623058574795,0.035416095273993,0.9718087029465514,0.029151031703145452,0.5124288503868121,0.21835567602671374,0.9565537527279627,0.00011461936707875691,0.5381067111317687,0.01114512106197319,3,"7,42,123",13.943768323262537,2.6170459111096593
20260430_074356_wrapup_layers_windows_noscale_beta1,windows,win30,dense,30,5,"[128, 64]",16,1.0,none,train_p995,val,0.003472222222222222,0.006014065304058602,0.0007047216349541931,0.0012206136769336697,0.0011716461628588166,0.00202935068256459,0.9864544637656492,0.007637655771383422,0.31139605926819675,0.11174180747441365,0.9867387302706302,0.0006367896944880945,0.4992632173990718,0.000659317046740569,3,"7,42,123",13.943768323262537,2.6170459111096593
20260430_074356_wrapup_layers_windows_noscale_beta1,windows,win30,dense,30,5,"[128, 64]",16,1.0,none,val_f1,test,0.583643143634427,0.2694713519313897,0.7098618808832585,0.08544318833940674,0.6236873349565609,0.20588182694552673,0.9718087029465514,0.029151031703145452,0.5124288503868121,0.21835567602671374,0.956644842964228,0.03570145447953986,0.8388168147494656,0.058161904183648666,3,"7,42,123",11.297106449887584,0.9331249670855892
20260430_074356_wrapup_layers_windows_noscale_beta1,windows,win30,dense,30,5,"[128, 64]",16,1.0,none,val_f1,val,0.395204862173188,0.13633241775661803,0.8484848484848485,0.05145433216708052,0.5291830071799722,0.13704802385956036,0.9864544637656492,0.007637655771383422,0.31139605926819675,0.11174180747441365,0.9813261269729371,0.01123609442247506,0.9156520530623472,0.025694868249634538,3,"7,42,123",11.297106449887584,0.9331249670855892
20260430_074356_wrapup_layers_windows_noscale_beta1,windows,win60,dense,60,10,"[128, 64]",16,1.0,none,train_p98,test,0.534311085243984,0.25762139327943767,0.23125659978880675,0.22817362707733183,0.31221309177269657,0.2668351201170329,0.9929839461435787,0.0012763140722230994,0.7172860530316291,0.054039626803906435,0.9608289683443406,0.011308979390165744,0.6124866395745252,0.11484761745408907,3,"7,42,123",13.617570082346598,3.288718412153927
20260430_074356_wrapup_layers_windows_noscale_beta1,windows,win60,dense,60,10,"[128, 64]",16,1.0,none,train_p98,val,0.1028237290894084,0.1729968129006301,0.21800281293952176,0.3739437838574293,0.139264913694053,0.23696057252111324,0.9890594462448167,0.00451184389969694,0.34840107776075674,0.07474010882161194,0.9812925969447708,0.002035855024931477,0.6039470603658853,0.1840398443480262,3,"7,42,123",13.617570082346598,3.288718412153927
20260430_074356_wrapup_layers_windows_noscale_beta1,windows,win60,dense,60,10,"[128, 64]",16,1.0,none,train_p99,test,0.5219325470857945,0.198466665670183,0.12495600140795494,0.0513810124925168,0.20157131772382889,0.0816556508336443,0.9929839461435787,0.0012763140722230994,0.7172860530316291,0.054039626803906435,0.9573749335762546,0.004185828053502516,0.5599273850654906,0.026702736672828655,3,"7,42,123",14.249725580215454,3.6338128582124507
20260430_074356_wrapup_layers_windows_noscale_beta1,windows,win60,dense,60,10,"[128, 64]",16,1.0,none,train_p99,val,0.10344827586206896,0.17917766974850455,0.08860759493670885,0.15347285636686253,0.09545454545454544,0.16533212254066554,0.9890594462448167,0.00451184389969694,0.34840107776075674,0.07474010882161194,0.983768115942029,0.0016419868258539792,0.5412299945086309,0.07651866891920621,3,"7,42,123",14.249725580215454,3.6338128582124507
20260430_074356_wrapup_layers_windows_noscale_beta1,windows,win60,dense,60,10,"[128, 64]",16,1.0,none,train_p995,test,0.5152560442716726,0.15926923184946049,0.09644491376275958,0.0031825310313314164,0.1614633883648958,0.01182177876177077,0.9929839461435787,0.0012763140722230994,0.7172860530316291,0.054039626803906435,0.9566917179078418,0.0023115556936506346,0.5459574467265181,0.0027112520371834893,3,"7,42,123",14.849146922429403,3.8816149349390114
20260430_074356_wrapup_layers_windows_noscale_beta1,windows,win60,dense,60,10,"[128, 64]",16,1.0,none,train_p995,val,0.07936507936507936,0.13746434980705374,0.02812939521800281,0.048721541703765886,0.04153686396677051,0.07194395877752345,0.9890594462448167,0.00451184389969694,0.34840107776075674,0.07474010882161194,0.9851938895417156,0.001403824632015791,0.5120524657745431,0.024786425478411443,3,"7,42,123",14.849146922429403,3.8816149349390114
20260430_074356_wrapup_layers_windows_noscale_beta1,windows,win60,dense,60,10,"[128, 64]",16,1.0,none,val_f1,test,0.7733323031767972,0.04449396635531613,0.5024639211545231,0.13470227698298448,0.6016033304199891,0.09382236865465948,0.9929839461435787,0.0012763140722230994,0.7172860530316291,0.054039626803906435,0.9720792530175358,0.004165997448308138,0.7478562624305237,0.06637506623121041,3,"7,42,123",13.284432864995859,3.780708295371423
20260430_074356_wrapup_layers_windows_noscale_beta1,windows,win60,dense,60,10,"[128, 64]",16,1.0,none,val_f1,val,0.47392093016340303,0.1361123638838695,0.7580872011251758,0.15979997229069462,0.5805623805623806,0.14194778290979396,0.9890594462448167,0.00451184389969694,0.34840107776075674,0.07474010882161194,0.9875127301214258,0.005012509648863665,0.8740922427022082,0.08111979263580797,3,"7,42,123",13.284432864995859,3.780708295371423
